self_employed,income_annum,loan_amount,loan_term,cibil_score,assets,loan_status
Yes,435869,190891,20,689,1245260,Rejected
No,766589,113562,15,738,312929,Approved
No,611998,219822,15,697,823692,Rejected
No,876330,282509,10,805,1245760,Approved
Yes,813645,89182,20,679,886719,Rejected
No,896271,167873,10,645,1331270,Rejected
No,737137,166858,10,739,1139469,Approved
No,784063,369429,15,691,612511,Rejected
No,842496,172928,10,785,774500,Approved
Yes,611877,174758,20,666,194746,Rejected
No,821218,264534,15,702,1635285,Approved
No,867904,110840,15,712,948760,Approved
No,851675,225067,10,639,1019399,Rejected
No,677733,236317,20,755,1339200,Rejected
No,693739,139667,15,686,1276498,Rejected
Yes,696484,28755,20,729,825900,Approved
No,1074236,254588,10,795,1576011,Approved
No,1003611,271659,15,629,966247,Rejected
No,894081,167767,15,715,559561,Approved
No,620532,176268,15,705,959468,Approved
Yes,781928,348550,10,693,1058976,Rejected
No,568567,255850,15,696,844655,Rejected
No,794601,366842,10,718,1848486,Rejected
No,945181,10950,15,663,450432,Rejected
No,381266,369451,15,651,591228,Rejected
No,727526,232873,20,774,927382,Approved
No,811113,293269,10,709,1334110,Rejected
Yes,855448,180461,15,729,1220212,Approved
No,711640,261464,20,661,1085415,Rejected
Yes,674842,253140,15,799,1185555,Rejected
No,643779,249236,15,800,770558,Rejected
Yes,864086,254873,15,726,323229,Rejected
No,659630,339659,15,707,1457630,Rejected
No,707619,99012,20,723,1473585,Approved
No,881570,131679,10,770,843742,Approved
No,812769,198463,10,774,1272176,Approved
Yes,492644,324840,20,747,874968,Rejected
Yes,864087,110142,20,821,1273861,Approved
No,657325,165914,20,732,425920,Approved
No,904698,191848,15,740,1424009,Approved
No,554721,286355,20,716,1001455,Rejected
No,527324,91981,15,773,796483,Approved
No,863681,98692,15,741,1124960,Approved
No,572212,233320,15,741,967305,Rejected
No,664022,274239,10,803,384516,Rejected
No,1113701,344158,10,695,940369,Rejected
Yes,694702,277581,10,727,1545945,Rejected
No,632778,208280,15,794,919930,Approved
No,994683,428028,10,646,1103050,Rejected
No,980980,102175,10,711,948916,Approved
No,633192,57156,15,699,1904904,Rejected
No,660157,247169,15,779,1010698,Rejected
No,1083164,105112,20,752,1020425,Approved
No,567165,243166,15,675,963946,Rejected
No,1024452,182544,15,703,935126,Approved
No,823770,180013,10,711,1317914,Approved
No,1220403,122384,20,774,906764,Approved
Yes,1024590,200909,10,714,724834,Approved
Yes,948292,220359,15,696,637909,Rejected
No,470694,163624,15,728,646609,Rejected
No,452763,252394,10,693,477869,Rejected
No,458322,204258,10,756,881617,Rejected
Yes,642564,335647,15,662,864533,Rejected
Yes,668166,207793,15,716,866093,Approved
No,741171,149669,15,760,1059453,Approved
No,821491,183277,10,682,935613,Rejected
Yes,676158,222793,15,587,724955,Rejected
No,617214,321348,15,639,1414234,Rejected
No,941226,165640,20,753,1605419,Approved
No,1105193,135722,15,722,1036445,Approved
No,747565,63671,10,738,1261519,Approved
Yes,813820,317542,15,815,1078935,Rejected
No,925955,344875,10,654,1018140,Rejected
No,383174,217700,20,688,451457,Rejected
No,718821,185006,10,711,964143,Approved
No,451330,316677,15,749,1284554,Rejected
No,901787,262829,20,663,459440,Rejected
Yes,957513,200317,10,717,1116015,Approved
No,908814,288855,10,805,98294,Rejected
No,777229,214393,15,655,530362,Rejected
No,865468,179547,10,769,594999,Approved
No,1222102,235013,15,706,521394,Approved
No,973857,348516,10,602,1679086,Rejected
No,668293,262769,20,774,1669472,Rejected
No,691763,146805,15,734,625941,Approved
No,716718,195375,20,790,911583,Approved
Yes,375514,179248,15,720,798019,Rejected
No,688998,119615,10,865,1338228,Approved
No,1039106,285803,10,760,1152760,Approved
No,689016,95244,15,668,603626,Rejected
No,593947,92379,15,735,425445,Approved
No,877249,195854,15,687,707236,Rejected
Yes,520426,168977,10,688,1087831,Rejected
No,932132,306619,10,775,723713,Approved
No,975684,297691,10,705,1345309,Approved
Yes,607416,55251,10,732,946117,Approved
No,993233,96860,15,664,538629,Rejected
No,848870,165950,15,712,1240108,Approved
Yes,622256,254492,20,779,264561,Rejected
Yes,899591,205683,15,788,297505,Rejected
No,375973,265358,20,705,1136830,Rejected
Yes,927379,230101,20,728,409549,Rejected
Yes,737888,272209,15,684,841877,Rejected
No,696199,53414,15,745,1060831,Approved
Yes,406333,170052,20,724,1599108,Rejected
No,648637,161408,10,702,871703,Approved
No,792022,387681,15,738,1155124,Rejected
No,863787,264413,20,749,655783,Approved
No,1139506,166105,15,662,1192596,Rejected
No,519067,247671,10,609,836383,Rejected
No,615985,281273,10,721,1315418,Rejected
Yes,611534,275990,20,674,651504,Rejected
No,1029109,164964,20,669,1592086,Rejected
Yes,787680,296659,15,729,1184871,Rejected
Yes,749877,178319,10,651,381939,Rejected
No,840847,276514,15,652,1336550,Rejected
No,757877,261915,10,789,360052,Rejected
No,753566,124546,15,793,1185011,Approved
No,790470,135499,15,586,1254333,Rejected
No,876404,282987,10,749,1277088,Approved
No,437292,145174,15,679,1098294,Rejected
No,1100964,128580,15,682,688455,Rejected
No,1231755,32458,10,673,1806392,Rejected
Yes,684219,150393,10,726,391164,Approved
No,668737,207052,15,751,1444802,Approved
Yes,770099,232621,10,757,1291234,Approved
No,557895,317537,10,717,905256,Rejected
Yes,767103,255339,10,773,968976,Approved
Yes,545314,219825,10,648,763925,Rejected
Yes,336383,96491,10,766,1300717,Approved
Yes,786247,198595,10,674,1079786,Rejected
No,754720,41968,15,735,1766733,Approved
No,825623,173585,20,703,1697377,Approved
Yes,579281,159976,10,781,1153024,Approved
Yes,669821,128345,20,837,704158,Approved
Yes,559537,316199,10,774,747445,Rejected
No,890758,277321,10,679,943469,Rejected
No,618250,360533,15,766,1461315,Rejected
No,942368,235075,10,752,509085,Approved
No,1111698,172265,15,738,1523459,Approved
No,844161,169653,10,722,903925,Approved
No,467299,213447,15,778,1094377,Rejected
Yes,871129,-34092,15,754,852916,Approved
No,679215,294431,10,703,636794,Rejected
Yes,525089,218341,10,805,751548,Rejected
No,871093,280817,10,715,894108,Approved
Yes,793394,382759,10,738,1261672,Rejected
Yes,878013,232669,10,785,797648,Approved
No,274297,207366,20,698,599051,Rejected
No,1250130,161859,15,792,1141341,Approved
No,590771,154800,10,712,1032423,Approved
No,714714,85440,15,836,621529,Approved
No,865040,285815,10,754,295272,Rejected
No,823325,115060,15,806,1305579,Approved
No,883310,202482,20,738,1188000,Approved
Yes,551623,210992,20,760,1646377,Rejected
Yes,823400,129424,10,627,907487,Rejected
No,572538,200237,15,676,1307929,Rejected
No,839687,170147,10,739,887317,Approved
No,663296,292105,10,614,1539819,Rejected
No,960931,180443,20,691,462832,Rejected
Yes,981081,12427,15,655,-75904,Rejected
No,447849,252754,15,632,1335219,Rejected
Yes,1125248,75542,15,727,1099230,Approved
Yes,824876,159915,20,672,1006177,Rejected
Yes,899016,302002,20,738,1480071,Rejected
Yes,583521,57926,15,782,837914,Approved
Yes,1047558,316895,10,789,921314,Approved
No,895021,178481,10,698,1230398,Rejected
No,922061,342702,15,670,438827,Rejected
Yes,967868,174564,15,704,1496213,Approved
Yes,633070,143284,20,697,1128568,Rejected
No,773276,163631,10,687,1068106,Rejected
No,1120555,156771,15,671,1994756,Rejected
No,567918,88618,10,744,647448,Approved
No,799957,102380,15,787,950871,Approved
Yes,876833,125491,20,780,588607,Approved
No,937909,213072,20,677,1280316,Rejected
No,634546,202538,15,649,2024583,Rejected
No,510532,139354,15,749,1215348,Approved
Yes,803315,221247,20,783,442564,Approved
No,866860,129604,10,640,622016,Rejected
No,829142,211542,10,649,1205169,Rejected
No,571696,188072,10,718,351925,Rejected
No,944640,183010,20,770,1060477,Approved
No,857228,202680,15,644,1029173,Rejected
Yes,706069,327571,15,752,269979,Rejected
No,824126,257839,20,779,1339813,Approved
Yes,922886,306765,20,613,1515843,Rejected
No,929785,112245,15,734,1211455,Approved
No,858133,140239,20,622,637809,Rejected
No,492456,204362,10,729,734832,Rejected
No,599928,194573,15,644,722483,Rejected
No,608837,215620,15,770,1645583,Rejected
No,431508,100988,10,618,1569868,Rejected
No,511884,236886,10,695,1228832,Rejected
No,1068043,86660,10,702,859709,Approved
Yes,972056,197684,10,712,1160791,Approved
Yes,722502,240844,10,803,964572,Rejected
No,971978,156904,15,677,1155199,Rejected
No,731745,313373,20,788,1676181,Rejected
No,729715,175690,20,669,1166772,Rejected
No,775260,255500,15,679,713636,Rejected
No,939804,296338,10,675,1007213,Rejected
No,698855,224748,20,706,857941,Approved
No,666568,249194,10,767,377501,Rejected
No,475883,126864,10,752,1676318,Approved
Yes,685041,128298,15,742,589880,Approved
No,1038727,193144,10,764,1270135,Approved
No,841365,337135,15,656,807642,Rejected
Yes,1067232,224400,15,789,1436011,Approved
No,858532,200459,20,759,1288074,Approved
No,1023485,149925,20,747,1071389,Approved
No,735765,247724,20,643,867714,Rejected
No,906471,82049,15,716,740711,Approved
No,673357,192042,10,772,1671072,Approved
No,636369,67114,20,767,771936,Approved
No,576582,172028,15,738,910675,Approved
No,704206,232400,20,765,1730548,Approved
No,680468,117274,15,829,691810,Approved
No,674199,52587,10,757,607884,Approved
Yes,703144,243909,10,716,781481,Rejected
No,816534,176562,15,697,322568,Rejected
No,930626,140374,20,774,1085834,Approved
Yes,464575,114292,15,779,86577,Rejected
No,298356,243799,15,657,383727,Rejected
No,661264,191713,20,767,1467784,Approved
No,700679,225960,15,736,195225,Rejected
Yes,837143,125727,15,736,917837,Approved
No,685098,181160,15,751,982995,Approved
Yes,735112,161111,10,636,1471024,Rejected
No,1068422,99347,10,676,989165,Rejected
No,676993,310824,15,765,901358,Rejected
No,772791,361658,20,735,311383,Rejected
No,698247,301790,15,779,1547163,Rejected
Yes,862439,269850,10,750,1766269,Approved
No,580845,184054,15,643,1089036,Rejected
Yes,929087,236325,15,620,1138179,Rejected
Yes,800546,156758,15,692,1490975,Rejected
No,1008765,205155,15,693,1294957,Rejected
Yes,496988,171282,20,741,668615,Rejected
No,931051,83585,15,729,1603842,Approved
No,505775,158779,10,626,591686,Rejected
No,819744,90878,15,734,1258946,Approved
No,833519,236336,15,736,1632876,Approved
No,523128,125895,15,787,1401145,Approved
No,590244,350566,20,750,1152758,Rejected
No,885730,97402,15,720,1318122,Approved
No,451227,98006,15,771,1216420,Approved
No,963690,147674,10,755,167507,Rejected
Yes,497524,345578,15,774,1224078,Rejected
No,779638,148137,15,752,1116855,Approved
No,747223,152670,15,700,279851,Rejected
No,988162,284067,10,692,785562,Rejected
No,619873,367893,15,725,817675,Rejected
No,804986,127537,15,628,596570,Rejected
No,543763,332671,10,793,814339,Rejected
No,730531,122225,10,821,1206050,Approved
No,1184900,194793,15,743,784831,Approved
No,473975,298234,10,637,335319,Rejected
Yes,1063503,300820,20,732,587990,Rejected
Yes,618032,254056,10,763,1029264,Rejected
Yes,781546,240874,15,697,1616263,Rejected
No,526083,218998,20,715,1367637,Rejected
Yes,583717,196872,15,704,1347755,Rejected
Yes,705868,223512,10,701,408081,Rejected
No,450374,122804,15,761,1137960,Approved
No,752444,166629,10,732,1302980,Approved
No,599818,68136,15,754,759316,Approved
Yes,814638,131867,15,751,340760,Approved
No,301224,183741,15,702,698286,Rejected
No,546704,111086,15,692,1359545,Rejected
No,556964,259948,15,665,604429,Rejected
No,841133,288213,20,788,1143267,Rejected
Yes,517232,196711,15,610,549998,Rejected
No,604565,353692,10,743,814489,Rejected
Yes,669602,177672,10,693,633601,Rejected
No,790937,183953,20,708,1075890,Approved
No,883522,259791,10,600,1802221,Rejected
No,809946,236088,10,640,1231256,Rejected
No,627564,225581,10,698,932892,Rejected
Yes,678548,191116,15,847,1590968,Approved
Yes,1100331,314931,15,734,984594,Approved
No,573657,180664,20,716,2192343,Approved
No,763368,200669,10,731,1256133,Approved
No,538351,158310,20,702,951681,Approved
No,832691,145852,20,698,673311,Rejected
No,914986,254102,20,677,565629,Rejected
No,501336,124026,20,630,-17127,Rejected
Yes,838015,170789,15,774,812819,Approved
No,660180,339826,15,748,1488077,Rejected
Yes,683086,147509,10,672,511466,Rejected
No,911436,98637,15,722,2225936,Approved
Yes,557828,180942,20,759,951683,Approved
Yes,518214,244535,10,741,955812,Rejected
No,782791,251717,10,787,570580,Approved
Yes,699392,174234,15,643,831847,Rejected
No,914985,258383,15,731,1431803,Approved
No,561563,179552,10,767,432407,Approved
Yes,729285,202899,15,730,467787,Approved
Yes,624457,170288,15,744,1264586,Approved
No,835008,189987,10,626,955182,Rejected
No,927188,167196,20,720,1930219,Approved
Yes,489867,175725,10,631,722298,Rejected
Yes,865115,307180,10,695,988783,Rejected
No,625227,64566,20,729,725550,Approved
No,103624,237131,15,753,921886,Rejected
No,960169,171419,10,807,1012779,Approved
Yes,648892,150385,10,707,652496,Approved
Yes,688000,212432,10,594,517285,Rejected
No,751527,252879,10,763,919642,Rejected
Yes,928072,207756,10,758,1247430,Approved
No,812387,197440,20,647,790304,Rejected
No,917263,246734,15,709,1461404,Approved
No,623845,266670,10,802,836955,Rejected
Yes,550999,195353,15,738,1004230,Rejected
No,886193,260151,15,729,1181712,Approved
No,675171,311054,20,693,195990,Rejected
Yes,779927,293903,15,771,1405719,Rejected
No,518044,141703,15,772,1153082,Approved
No,621773,380489,10,703,456715,Rejected
No,956888,189584,15,717,1269506,Approved
No,845942,207117,10,736,1404711,Approved
Yes,820492,205499,15,642,884291,Rejected
No,640790,216428,20,644,1099986,Rejected
No,760338,271533,15,760,1503157,Rejected
No,1096709,190181,10,791,1156833,Approved
No,653911,240507,15,708,394186,Rejected
No,1106155,132208,15,671,993213,Rejected
No,478377,259376,10,657,891005,Rejected
No,847909,130224,10,680,883564,Rejected
No,721095,1042,20,704,1663797,Approved
Yes,851884,222806,10,695,195505,Rejected
No,1037362,267142,10,724,949069,Approved
No,846936,94828,20,683,873130,Rejected
Yes,824824,192804,20,772,669107,Approved
No,68452,194422,10,743,1456699,Rejected
No,560245,19379,20,695,2089819,Rejected
No,642166,61571,15,779,1280648,Approved
No,796359,304365,10,719,843477,Rejected
Yes,880250,230252,15,732,1343302,Approved
No,851471,108767,20,718,775515,Approved
No,608691,155041,10,732,1126013,Approved
No,636884,329891,10,799,1201169,Rejected
No,1061189,241373,15,694,953223,Rejected
No,556813,270014,20,755,698533,Rejected
Yes,587982,281466,15,779,948303,Rejected
No,852220,278913,15,737,205465,Rejected
No,826011,146326,15,645,1207535,Rejected
Yes,491299,295886,10,815,331023,Rejected
No,480047,248694,10,756,211296,Rejected
Yes,755138,239647,10,748,612926,Approved
No,927296,317118,20,739,1574614,Rejected
No,680870,194434,10,740,1107351,Approved
Yes,301745,172612,15,749,1110842,Rejected
Yes,560150,214546,10,724,775896,Rejected
Yes,889801,170597,15,653,672916,Rejected
No,922313,95626,15,715,587367,Approved
No,270300,139607,10,775,1018155,Rejected
Yes,857212,257037,10,676,1142271,Rejected
No,457577,184851,15,755,1049761,Rejected
Yes,900321,188080,15,670,730347,Rejected
No,407583,304580,10,771,878916,Rejected
No,718641,271474,15,778,1073584,Rejected
No,1151403,215570,15,736,1042347,Approved
Yes,475676,136062,20,733,620754,Approved
No,818241,358833,20,725,578620,Rejected
Yes,755704,289314,10,709,1506454,Rejected
No,236855,92117,15,759,670654,Rejected
Yes,868203,370542,15,743,1051637,Rejected
No,537855,180604,20,747,1381162,Rejected
No,1069663,222820,20,636,537667,Rejected
No,892440,158938,10,629,1594256,Rejected
No,592406,194742,15,760,774641,Approved
No,591411,101990,10,812,1406951,Approved
No,497543,211529,15,675,548555,Rejected
Yes,637384,247402,10,601,657914,Rejected
Yes,581373,107306,20,810,1324700,Approved
No,616716,77794,15,863,1732199,Approved
No,570988,171901,10,668,836040,Rejected
No,683557,101296,10,680,1330155,Rejected
Yes,510384,282741,15,715,560901,Rejected
Yes,786888,141680,20,807,966625,Approved
No,814541,250296,15,859,1604747,Approved
No,916197,-12551,20,741,1117002,Approved
No,708553,133400,15,707,1014329,Approved
No,795688,164159,20,726,511434,Approved
No,442387,208143,20,731,424234,Rejected
Yes,649389,212878,10,703,982179,Approved
No,377548,156717,20,775,1211756,Rejected
No,995136,208550,10,679,1060320,Rejected
No,960753,196504,15,710,1581622,Approved
Yes,713405,234424,15,693,1474477,Rejected
Yes,800394,209065,10,789,1094243,Approved
No,924821,162115,15,770,893977,Approved
Yes,1174117,228551,20,713,831601,Approved
Yes,889769,148253,15,788,500329,Approved
No,759404,169907,15,830,567227,Approved
Yes,539270,285203,15,647,839921,Rejected
No,848571,277777,15,723,990190,Approved
No,681915,238801,20,755,730368,Rejected
Yes,617667,269806,20,666,901189,Rejected
Yes,876755,118613,10,695,787984,Rejected
No,754712,194983,10,820,757627,Approved
Yes,913269,111288,20,719,980397,Approved
Yes,1074663,113925,20,712,587439,Approved
Yes,650561,292202,15,645,724998,Rejected
No,928125,193424,10,683,1157714,Rejected
No,655787,284558,15,735,902651,Rejected
No,831214,220155,15,731,546540,Approved
Yes,585995,248595,20,659,1195024,Rejected
Yes,1105949,246210,15,704,1218824,Approved
Yes,606632,298807,15,716,1540454,Rejected
No,762007,108254,15,737,896877,Approved
No,450256,220388,15,668,1134579,Rejected
Yes,617936,276794,10,823,392340,Rejected
No,779034,238579,15,821,801337,Approved
Yes,206995,231944,15,699,1138463,Rejected
Yes,739231,209036,15,679,698735,Rejected
No,342985,158139,20,726,1372765,Rejected
Yes,932916,210621,10,749,957889,Approved
No,857122,277279,20,761,1295151,Approved
No,415985,271521,15,760,1708900,Rejected
No,548746,251631,10,765,1092445,Rejected
No,620900,209321,15,738,1116779,Rejected
No,765075,161515,20,754,1538103,Approved
No,651637,142264,15,701,1123837,Approved
No,937848,178598,10,720,881608,Approved
No,592889,138963,10,564,1628117,Rejected
Yes,667422,188070,10,777,730062,Approved
