Scheme_Name,Interest_Rate,Loan_Term_Years,Min_Income,Max_Income,Min_CIBIL,Max_CIBIL,Min_Loan_Amount,Max_Loan_Amount,Bank_Name,Loan_Type
Kotak Delight Home Loans,7.935218742787617,17,64645.0,146978.0,752.0,851.0,938343.0,4880559.0,State Bank of India,Home
Kotak Mahindra Home Loan,8.618396182021218,23,82142.0,190818.0,823.0,857.0,2481842.0,2576204.0,Kotak Mahindra Bank,Home
SBI Regular Home Loan,9.127182193082085,6,45557.0,191737.0,741.0,880.0,1695225.0,3164452.0,State Bank of India,Home
PNB Pride Housing Loan,9.538051893422274,16,99782.0,172369.0,746.0,857.0,1045219.0,3451738.0,Punjab National Bank,Home
Kotak Delight Home Loans,8.212048662075402,19,98382.0,104752.0,710.0,892.0,575506.0,3806833.0,Axis Bank,Home
ICICI Insta Home Loan,7.574184123696018,18,57085.0,124507.0,782.0,897.0,670350.0,3851202.0,HDFC Bank,Home
ICICI Insta Home Loan,10.053100212208163,10,70708.0,185705.0,808.0,851.0,1999961.0,4484197.0,Kotak Mahindra Bank,Home
Axis Asha Home Loan,8.44315276620128,22,71357.0,141495.0,726.0,871.0,716653.0,4761482.0,Kotak Mahindra Bank,Home
PNB Pride Housing Loan,9.906191107113061,9,33470.0,190466.0,761.0,854.0,2317245.0,3514230.0,Bank of Baroda,Home
HDFC Home Loan,7.771813576371011,22,98712.0,160886.0,847.0,856.0,1761103.0,3927117.0,Axis Bank,Home
SBI Regular Home Loan,9.405700509274087,7,99082.0,170559.0,830.0,869.0,2004567.0,4423639.0,Kotak Mahindra Bank,Home
Baroda Top Up Loan,9.662947162757929,7,26805.0,100982.0,843.0,877.0,2182729.0,4148626.0,Punjab National Bank,Home
HDFC Reach Home Loans,7.259117684112135,26,82028.0,179841.0,802.0,862.0,2428215.0,3851654.0,State Bank of India,Home
SBI Regular Home Loan,8.683021390969603,26,70772.0,116146.0,743.0,851.0,1493389.0,3100727.0,Axis Bank,Home
Axis Asha Home Loan,7.672073384694871,14,72104.0,154843.0,792.0,881.0,1466707.0,4291881.0,HDFC Bank,Home
Axis Asha Home Loan,7.3168748523638385,23,93616.0,176737.0,729.0,875.0,2209994.0,4639598.0,Kotak Mahindra Bank,Home
Kotak Delight Home Loans,11.949801161949726,7,26630.0,182446.0,818.0,852.0,1003073.0,4546501.0,Bank of Baroda,Home
HDFC Reach Home Loans,8.611769224873616,16,35701.0,188567.0,728.0,890.0,1879771.0,2833779.0,Bank of Baroda,Home
PNB Pride Housing Loan,11.049372229273175,20,34859.0,123636.0,729.0,891.0,1807090.0,3836796.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,8.273203273818819,21,41183.0,182850.0,803.0,862.0,568866.0,2942565.0,Punjab National Bank,Home
HDFC Home Loan,10.407513611119647,11,60438.0,127332.0,809.0,870.0,2457187.0,4705615.0,ICICI Bank,Home
Kotak Mahindra Home Loan,10.801139299448433,17,62244.0,151434.0,731.0,894.0,1124266.0,4213662.0,Kotak Mahindra Bank,Home
HDFC Reach Home Loans,9.97819370303922,28,94312.0,183866.0,837.0,886.0,1210540.0,4385873.0,Punjab National Bank,Home
SBI Regular Home Loan,9.357880942750793,6,35021.0,161271.0,750.0,872.0,1461329.0,2512754.0,State Bank of India,Home
HDFC Reach Home Loans,9.059204570736343,8,89863.0,162726.0,835.0,856.0,1500785.0,3713011.0,HDFC Bank,Home
Axis Bank Home Loan,8.744341332714976,14,75565.0,180901.0,735.0,866.0,1623090.0,4450710.0,HDFC Bank,Home
SBI Regular Home Loan,11.64764572123913,11,68043.0,110108.0,754.0,877.0,1893195.0,2958993.0,State Bank of India,Home
PNB Housing Finance Home Loan,11.153097038938647,28,93150.0,168896.0,735.0,896.0,2219200.0,4513850.0,Bank of Baroda,Home
SBI FlexiPay Home Loan,11.825134553332564,21,84361.0,142553.0,755.0,879.0,1050903.0,3904091.0,Kotak Mahindra Bank,Home
Baroda Home Loan,7.6214861174277235,24,21245.0,140880.0,735.0,854.0,2498245.0,3977186.0,State Bank of India,Home
ICICI Insta Home Loan,10.654337376018221,10,61011.0,152077.0,788.0,873.0,2185762.0,3871204.0,Punjab National Bank,Home
HDFC Home Loan,11.69170228410519,23,30355.0,103625.0,761.0,856.0,884624.0,4300591.0,Axis Bank,Home
Kotak Mahindra Home Loan,7.9061653308283,9,68692.0,138237.0,808.0,883.0,935938.0,3031467.0,HDFC Bank,Home
HDFC Home Loan,7.3324813368338875,14,69004.0,101223.0,786.0,899.0,2238816.0,3189638.0,Punjab National Bank,Home
Baroda Top Up Loan,10.705603246450295,13,49714.0,159303.0,763.0,891.0,1763778.0,3764364.0,HDFC Bank,Home
ICICI Insta Home Loan,9.87236556589956,17,37198.0,165197.0,756.0,882.0,1367491.0,2602816.0,Kotak Mahindra Bank,Home
ICICI Insta Home Loan,11.20914388379136,23,86951.0,174693.0,812.0,876.0,763845.0,4961902.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,7.698861883131448,25,21652.0,137760.0,769.0,863.0,1608006.0,4667094.0,Punjab National Bank,Home
SBI Regular Home Loan,10.976336559299451,28,63625.0,179182.0,719.0,868.0,991510.0,2857683.0,State Bank of India,Home
Kotak Delight Home Loans,8.008136600238723,10,38740.0,157966.0,753.0,897.0,1125304.0,4423696.0,Kotak Mahindra Bank,Home
PNB Housing Finance Home Loan,7.818279714328522,8,23810.0,129024.0,700.0,887.0,817759.0,4672279.0,Axis Bank,Home
Baroda Home Loan,7.8213289896549645,28,36569.0,170323.0,789.0,861.0,592519.0,3849184.0,Kotak Mahindra Bank,Home
Axis Asha Home Loan,11.07287360115691,7,99120.0,123202.0,837.0,852.0,1518124.0,4184931.0,Punjab National Bank,Home
Axis Bank Home Loan,10.325986103481,7,46783.0,151524.0,812.0,856.0,1268323.0,2791842.0,ICICI Bank,Home
PNB Housing Finance Home Loan,9.615327123845596,8,98047.0,143908.0,712.0,884.0,1849957.0,2584360.0,State Bank of India,Home
Axis Bank Home Loan,8.794152420617513,29,29471.0,136067.0,809.0,874.0,1058666.0,3107990.0,State Bank of India,Home
Axis Bank Home Loan,11.386002704065541,9,26163.0,109360.0,790.0,898.0,1176096.0,4774886.0,Bank of Baroda,Home
Baroda Top Up Loan,8.962225537113177,12,83087.0,198228.0,794.0,864.0,1161703.0,2693493.0,Axis Bank,Home
Kotak Delight Home Loans,11.082997197357885,20,82071.0,112941.0,742.0,868.0,2088661.0,3514931.0,Axis Bank,Home
SBI Regular Home Loan,9.195674542851092,26,36065.0,115993.0,837.0,868.0,1864577.0,2525180.0,HDFC Bank,Home
ICICI Home Loan,8.884722147124538,7,68348.0,114620.0,773.0,872.0,1131911.0,3980986.0,Punjab National Bank,Home
Baroda Home Loan,9.313398928348033,28,39154.0,120193.0,713.0,860.0,1898131.0,2974840.0,Kotak Mahindra Bank,Home
Baroda Top Up Loan,8.50688937082071,16,40229.0,151559.0,798.0,870.0,1720771.0,3167885.0,HDFC Bank,Home
ICICI Insta Home Loan,10.738046900881255,29,72587.0,121248.0,808.0,883.0,1230224.0,4506754.0,Punjab National Bank,Home
PNB Housing Finance Home Loan,9.513601950462396,12,69713.0,145852.0,844.0,888.0,1878281.0,4737146.0,ICICI Bank,Home
PNB Housing Finance Home Loan,8.161063475734087,17,46997.0,105027.0,848.0,856.0,2203460.0,3742430.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,11.497872866372841,8,41101.0,163410.0,795.0,891.0,1155465.0,4021610.0,Punjab National Bank,Home
SBI FlexiPay Home Loan,8.919456106866058,18,60391.0,104260.0,757.0,893.0,1119194.0,3926768.0,HDFC Bank,Home
Axis Asha Home Loan,9.717764305569943,18,95863.0,137596.0,835.0,876.0,1634955.0,3976638.0,ICICI Bank,Home
Kotak Delight Home Loans,11.532360554822734,17,92723.0,109012.0,795.0,899.0,1305908.0,4036914.0,ICICI Bank,Home
ICICI Insta Home Loan,10.12118997956996,10,79405.0,125823.0,737.0,872.0,2268083.0,2868241.0,ICICI Bank,Home
SBI FlexiPay Home Loan,7.5844902035418205,21,54948.0,173851.0,763.0,887.0,1526021.0,4611068.0,ICICI Bank,Home
SBI Regular Home Loan,11.699160618067376,8,73031.0,147027.0,708.0,869.0,673184.0,4640093.0,Axis Bank,Home
HDFC Reach Home Loans,10.13854026535709,12,57921.0,178167.0,820.0,876.0,1859330.0,4616836.0,Axis Bank,Home
Axis Bank Home Loan,8.67452807328543,21,92571.0,183794.0,731.0,857.0,959450.0,4437316.0,ICICI Bank,Home
PNB Pride Housing Loan,7.696360363316936,7,97007.0,125099.0,710.0,886.0,2428987.0,3172326.0,Axis Bank,Home
Axis Bank Home Loan,10.97012594635148,21,48460.0,136992.0,804.0,852.0,2248166.0,2983787.0,Kotak Mahindra Bank,Home
Baroda Top Up Loan,10.100363779642567,13,41071.0,196912.0,845.0,851.0,1065994.0,2706776.0,HDFC Bank,Home
ICICI Insta Home Loan,9.667305459881607,6,86118.0,110977.0,846.0,871.0,1390807.0,2951537.0,Kotak Mahindra Bank,Home
HDFC Reach Home Loans,11.469462915254788,29,68282.0,156234.0,781.0,855.0,1505163.0,3845886.0,HDFC Bank,Home
PNB Housing Finance Home Loan,10.942986056122653,17,78445.0,192230.0,736.0,888.0,1089320.0,3308334.0,Axis Bank,Home
PNB Housing Finance Home Loan,7.758374398663756,24,74816.0,147376.0,781.0,889.0,1721568.0,3084093.0,Axis Bank,Home
HDFC Home Loan,8.558610338977742,6,23060.0,133978.0,711.0,885.0,1175235.0,3422867.0,Bank of Baroda,Home
PNB Pride Housing Loan,8.242445699072329,24,33731.0,109218.0,703.0,893.0,1879553.0,4960766.0,HDFC Bank,Home
Axis Bank Home Loan,10.719731462863384,15,97830.0,121788.0,742.0,873.0,1731777.0,4854808.0,ICICI Bank,Home
HDFC Reach Home Loans,7.167662173678897,26,40719.0,120501.0,750.0,861.0,1614320.0,4565163.0,Punjab National Bank,Home
Axis Bank Home Loan,9.849448424356583,19,67042.0,177989.0,704.0,866.0,2223636.0,2764278.0,Axis Bank,Home
Axis Bank Home Loan,10.812293428703452,15,69116.0,115210.0,833.0,871.0,2422335.0,3927644.0,ICICI Bank,Home
Baroda Top Up Loan,11.383828183808747,27,46325.0,174225.0,786.0,868.0,703841.0,4137990.0,ICICI Bank,Home
SBI FlexiPay Home Loan,8.710408743579537,7,42597.0,145489.0,805.0,858.0,632963.0,3468295.0,Punjab National Bank,Home
Kotak Delight Home Loans,11.106286523360065,7,87439.0,192917.0,755.0,861.0,2000312.0,3902658.0,Axis Bank,Home
PNB Housing Finance Home Loan,7.553158684776037,16,34551.0,163721.0,809.0,881.0,1071882.0,3109897.0,Punjab National Bank,Home
HDFC Reach Home Loans,11.23226145867259,28,44278.0,195044.0,767.0,880.0,2436818.0,2672238.0,Punjab National Bank,Home
Kotak Delight Home Loans,7.637443311659912,9,35141.0,142653.0,795.0,866.0,1874910.0,4158174.0,Bank of Baroda,Home
HDFC Home Loan,8.986436452801836,24,87913.0,186678.0,743.0,872.0,1943831.0,4604401.0,Kotak Mahindra Bank,Home
SBI FlexiPay Home Loan,10.986476828897768,11,53615.0,140950.0,842.0,859.0,1830393.0,2503796.0,Bank of Baroda,Home
Baroda Top Up Loan,7.749587136743869,11,82751.0,108916.0,789.0,879.0,542412.0,3042852.0,Kotak Mahindra Bank,Home
ICICI Home Loan,8.146256976163208,17,47452.0,165911.0,741.0,868.0,1784597.0,3642898.0,Axis Bank,Home
Axis Asha Home Loan,10.611262841965331,13,42725.0,131449.0,838.0,875.0,1668025.0,3536498.0,HDFC Bank,Home
ICICI Insta Home Loan,10.600182682730372,29,70391.0,189333.0,772.0,875.0,659508.0,3143203.0,State Bank of India,Home
Baroda Home Loan,10.205738164426487,25,95060.0,120782.0,710.0,860.0,1687834.0,4164373.0,Axis Bank,Home
PNB Housing Finance Home Loan,10.469742222335501,17,31698.0,192564.0,757.0,869.0,2398716.0,2889273.0,Punjab National Bank,Home
Baroda Top Up Loan,9.713622216737981,16,97850.0,120243.0,827.0,894.0,1549010.0,2709815.0,HDFC Bank,Home
ICICI Insta Home Loan,8.258995294534763,17,22365.0,129379.0,720.0,853.0,1165879.0,3746135.0,Punjab National Bank,Home
Kotak Mahindra Home Loan,8.728479967519597,28,63372.0,137780.0,720.0,896.0,1304462.0,2815317.0,Bank of Baroda,Home
Axis Asha Home Loan,7.9079885840071285,14,64134.0,130740.0,771.0,861.0,839035.0,3940549.0,Punjab National Bank,Home
Axis Asha Home Loan,11.542252806668142,5,57823.0,119984.0,828.0,874.0,1997611.0,4519474.0,Axis Bank,Home
HDFC Reach Home Loans,9.916958973830603,29,91158.0,100050.0,801.0,859.0,2414872.0,4570297.0,State Bank of India,Home
HDFC Reach Home Loans,9.0042570838182,12,21949.0,106590.0,712.0,871.0,1291690.0,2556627.0,State Bank of India,Home
SBI FlexiPay Home Loan,9.310029018220664,26,69396.0,140205.0,772.0,856.0,742330.0,4290666.0,Kotak Mahindra Bank,Home
SBI FlexiPay Home Loan,11.736416698059077,20,51912.0,115162.0,705.0,873.0,1621302.0,2662022.0,Bank of Baroda,Home
HDFC Reach Home Loans,7.766757015580401,17,76947.0,149746.0,811.0,851.0,1402560.0,3489634.0,Punjab National Bank,Home
Kotak Delight Home Loans,9.931149160083987,7,64387.0,113105.0,716.0,881.0,719087.0,4004755.0,Punjab National Bank,Home
HDFC Reach Home Loans,9.52944339442233,7,83965.0,137499.0,772.0,870.0,1145851.0,4248629.0,State Bank of India,Home
Baroda Home Loan,10.05727117717324,28,36508.0,136641.0,711.0,856.0,1766011.0,4747824.0,Bank of Baroda,Home
Baroda Top Up Loan,7.090550919104203,9,65592.0,111628.0,785.0,857.0,2317836.0,4016426.0,Kotak Mahindra Bank,Home
SBI FlexiPay Home Loan,11.360619544720757,15,21919.0,142032.0,821.0,887.0,558277.0,3101766.0,Axis Bank,Home
PNB Pride Housing Loan,11.66059141241806,11,62595.0,165029.0,769.0,870.0,2380246.0,3334608.0,Kotak Mahindra Bank,Home
Kotak Delight Home Loans,9.825665917946045,25,29617.0,138516.0,807.0,857.0,1035035.0,4345354.0,State Bank of India,Home
ICICI Insta Home Loan,10.483254119384462,28,95268.0,187157.0,751.0,874.0,661989.0,4340763.0,Axis Bank,Home
Baroda Home Loan,11.612496905886479,14,53298.0,101476.0,736.0,877.0,1054665.0,3004636.0,Kotak Mahindra Bank,Home
Kotak Delight Home Loans,10.536193171566993,14,26929.0,140800.0,816.0,877.0,1148314.0,3030571.0,HDFC Bank,Home
ICICI Home Loan,7.762695214571306,24,34456.0,135788.0,702.0,880.0,1855676.0,2632409.0,Bank of Baroda,Home
Kotak Mahindra Home Loan,9.881441800834066,6,57924.0,189973.0,707.0,885.0,606017.0,2889130.0,State Bank of India,Home
Baroda Home Loan,10.03357523191428,7,44240.0,126240.0,837.0,874.0,598684.0,3657567.0,Bank of Baroda,Home
SBI FlexiPay Home Loan,9.12065335651193,12,29228.0,110922.0,746.0,890.0,1017634.0,4059454.0,State Bank of India,Home
HDFC Reach Home Loans,10.682221178123614,15,41686.0,164198.0,763.0,886.0,1309989.0,3087256.0,ICICI Bank,Home
Axis Asha Home Loan,11.671835073845074,17,31920.0,158739.0,741.0,887.0,1723983.0,3962649.0,Kotak Mahindra Bank,Home
SBI Regular Home Loan,11.627842564533882,11,27432.0,173602.0,742.0,861.0,1517445.0,4702282.0,ICICI Bank,Home
SBI FlexiPay Home Loan,9.254196857020661,17,83575.0,112089.0,824.0,886.0,709087.0,3921953.0,State Bank of India,Home
SBI FlexiPay Home Loan,7.566190229203777,6,91725.0,132600.0,836.0,886.0,1113751.0,3040502.0,Axis Bank,Home
SBI FlexiPay Home Loan,11.924205994811672,10,53910.0,146176.0,713.0,880.0,1057580.0,2672604.0,HDFC Bank,Home
Kotak Delight Home Loans,11.19449043222967,13,50226.0,108167.0,790.0,867.0,1305923.0,4277485.0,Axis Bank,Home
Axis Bank Home Loan,7.623313406016334,24,93150.0,178352.0,831.0,875.0,1999086.0,4370820.0,HDFC Bank,Home
ICICI Home Loan,11.604209413086862,29,79099.0,121164.0,701.0,855.0,1090917.0,2821072.0,Kotak Mahindra Bank,Home
Axis Bank Home Loan,11.349481810310643,6,38013.0,185965.0,814.0,858.0,989760.0,4798778.0,ICICI Bank,Home
PNB Housing Finance Home Loan,9.594190285630361,22,41446.0,131415.0,700.0,860.0,1483144.0,4398891.0,HDFC Bank,Home
PNB Housing Finance Home Loan,9.956377178724647,20,90375.0,173653.0,774.0,880.0,1828843.0,4717477.0,Kotak Mahindra Bank,Home
PNB Housing Finance Home Loan,8.995013519350652,29,82509.0,171895.0,764.0,895.0,723544.0,3916491.0,Punjab National Bank,Home
Kotak Mahindra Home Loan,7.273808194110156,16,20557.0,179900.0,824.0,851.0,1088906.0,4639926.0,Bank of Baroda,Home
Baroda Home Loan,8.675986208229505,11,50666.0,194330.0,834.0,878.0,2025388.0,3878145.0,Bank of Baroda,Home
Baroda Top Up Loan,11.014267242990057,11,57389.0,175829.0,765.0,895.0,1048576.0,2510091.0,Bank of Baroda,Home
PNB Pride Housing Loan,7.023160115023014,21,67700.0,158650.0,842.0,891.0,1133138.0,2939499.0,Bank of Baroda,Home
HDFC Reach Home Loans,8.667495858455721,17,44578.0,158981.0,771.0,854.0,1114235.0,4116153.0,Kotak Mahindra Bank,Home
HDFC Home Loan,8.990843467954717,15,94779.0,174868.0,815.0,872.0,1913940.0,4076582.0,ICICI Bank,Home
PNB Housing Finance Home Loan,9.686978014689615,10,29596.0,100615.0,820.0,885.0,545091.0,2652991.0,HDFC Bank,Home
HDFC Home Loan,11.599278082063803,27,77500.0,145612.0,746.0,856.0,1678756.0,2783588.0,HDFC Bank,Home
HDFC Reach Home Loans,8.731729971829806,18,92534.0,177937.0,789.0,862.0,2190486.0,3858771.0,State Bank of India,Home
ICICI Home Loan,8.734766009481138,10,30129.0,141936.0,739.0,891.0,972088.0,4831118.0,Kotak Mahindra Bank,Home
Axis Asha Home Loan,10.687506240548743,10,83394.0,129372.0,741.0,859.0,690288.0,3410014.0,State Bank of India,Home
Axis Bank Home Loan,9.261089704449036,6,86046.0,167875.0,734.0,885.0,996676.0,3487961.0,Bank of Baroda,Home
HDFC Home Loan,8.12302411469991,26,31596.0,181782.0,740.0,865.0,1402162.0,2827287.0,State Bank of India,Home
PNB Housing Finance Home Loan,9.262197580663468,24,85355.0,161700.0,784.0,864.0,1546562.0,2794903.0,HDFC Bank,Home
SBI FlexiPay Home Loan,7.704285101898999,29,32974.0,108109.0,823.0,892.0,2018954.0,4357673.0,ICICI Bank,Home
ICICI Insta Home Loan,7.8819349325311165,19,86673.0,123758.0,756.0,868.0,1214145.0,3227145.0,State Bank of India,Home
HDFC Home Loan,9.4918388636974,21,90202.0,188627.0,737.0,870.0,1206357.0,4008121.0,Axis Bank,Home
PNB Housing Finance Home Loan,9.09462724752274,12,94442.0,113317.0,795.0,884.0,1992485.0,4126747.0,ICICI Bank,Home
PNB Pride Housing Loan,11.5742295053405,9,41818.0,182298.0,835.0,864.0,1368818.0,3890249.0,Bank of Baroda,Home
SBI Regular Home Loan,8.811969495583165,21,63246.0,169001.0,762.0,897.0,2421222.0,2569131.0,ICICI Bank,Home
Axis Asha Home Loan,9.902941751390218,24,75598.0,151423.0,786.0,863.0,1695553.0,2678253.0,Bank of Baroda,Home
Kotak Delight Home Loans,10.161321439597652,5,22654.0,125622.0,831.0,878.0,763735.0,2681793.0,ICICI Bank,Home
Axis Bank Home Loan,7.065472282941668,26,53758.0,106800.0,751.0,854.0,1608735.0,4337264.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,10.317686860083553,22,44204.0,135539.0,737.0,898.0,1168882.0,2939706.0,State Bank of India,Home
HDFC Reach Home Loans,7.890179834348757,19,54928.0,102600.0,786.0,867.0,1679232.0,3077543.0,State Bank of India,Home
Baroda Home Loan,11.805351587347275,9,73609.0,171054.0,704.0,850.0,843833.0,4038274.0,Punjab National Bank,Home
SBI FlexiPay Home Loan,7.7433136387655646,11,50552.0,185163.0,819.0,876.0,733448.0,3622073.0,Kotak Mahindra Bank,Home
HDFC Home Loan,9.07312061863512,22,30336.0,129369.0,769.0,876.0,1683220.0,3826136.0,Axis Bank,Home
Kotak Delight Home Loans,7.426748340393219,10,67037.0,196981.0,812.0,874.0,692752.0,4605581.0,Punjab National Bank,Home
Kotak Mahindra Home Loan,11.984371259229736,26,36206.0,116689.0,723.0,890.0,1869257.0,3693431.0,HDFC Bank,Home
SBI Regular Home Loan,9.510975051656214,25,54831.0,181459.0,785.0,870.0,1259642.0,3479993.0,State Bank of India,Home
Axis Asha Home Loan,9.976925086600218,9,63563.0,138469.0,844.0,863.0,1581637.0,3937882.0,ICICI Bank,Home
ICICI Home Loan,7.335382386942137,23,38361.0,195939.0,725.0,869.0,2426041.0,3397653.0,HDFC Bank,Home
Axis Asha Home Loan,10.74980235199589,14,61335.0,100958.0,702.0,877.0,1243138.0,2796644.0,Axis Bank,Home
HDFC Reach Home Loans,8.049527965477928,19,94469.0,160012.0,701.0,870.0,1484378.0,4579859.0,Bank of Baroda,Home
Axis Asha Home Loan,11.490271447203568,14,45816.0,169074.0,791.0,872.0,1478046.0,4171982.0,HDFC Bank,Home
SBI FlexiPay Home Loan,8.025698202410036,20,35619.0,160021.0,701.0,860.0,2396915.0,3381253.0,Bank of Baroda,Home
HDFC Home Loan,7.953438603318332,16,46819.0,188940.0,849.0,851.0,2351159.0,4294591.0,HDFC Bank,Home
Axis Asha Home Loan,7.182748339240474,22,31741.0,150782.0,770.0,869.0,1116814.0,3553617.0,Bank of Baroda,Home
Kotak Delight Home Loans,9.360334725549997,27,28798.0,175519.0,703.0,873.0,974132.0,4123470.0,Kotak Mahindra Bank,Home
ICICI Insta Home Loan,9.824205666313082,5,45143.0,159315.0,737.0,874.0,1383003.0,2982006.0,State Bank of India,Home
Kotak Mahindra Home Loan,7.328543197141762,20,69695.0,124642.0,802.0,886.0,807957.0,4784589.0,Axis Bank,Home
Baroda Top Up Loan,10.877638083475052,26,52747.0,179003.0,769.0,871.0,1013113.0,4375535.0,HDFC Bank,Home
SBI FlexiPay Home Loan,9.266444173740139,10,41182.0,100205.0,751.0,873.0,1732275.0,2771394.0,ICICI Bank,Home
SBI FlexiPay Home Loan,9.6219513466379,7,29415.0,192945.0,730.0,864.0,919333.0,4427356.0,HDFC Bank,Home
Axis Asha Home Loan,9.20381373469114,6,31085.0,112442.0,735.0,861.0,2009826.0,2656760.0,State Bank of India,Home
PNB Housing Finance Home Loan,9.00381530437663,6,35008.0,191826.0,832.0,895.0,1137705.0,3287378.0,Kotak Mahindra Bank,Home
HDFC Reach Home Loans,9.798201656541089,17,38452.0,191644.0,814.0,880.0,1180843.0,3847518.0,HDFC Bank,Home
Kotak Delight Home Loans,7.776201229653562,13,84075.0,105691.0,773.0,892.0,2013056.0,3680784.0,Kotak Mahindra Bank,Home
SBI FlexiPay Home Loan,7.909640652476355,20,28120.0,138909.0,717.0,880.0,1998261.0,4295410.0,Kotak Mahindra Bank,Home
Kotak Delight Home Loans,11.308928105067587,9,84385.0,119504.0,714.0,879.0,2222813.0,3352522.0,Bank of Baroda,Home
ICICI Home Loan,11.730577310668163,27,93356.0,164270.0,796.0,890.0,955612.0,4001708.0,State Bank of India,Home
ICICI Insta Home Loan,8.866546581398765,25,38170.0,195698.0,704.0,869.0,1771887.0,2878198.0,State Bank of India,Home
SBI FlexiPay Home Loan,8.35372336571777,11,36259.0,158051.0,736.0,857.0,1027376.0,4794708.0,State Bank of India,Home
Axis Asha Home Loan,10.219997716195078,17,42099.0,138798.0,803.0,893.0,2308521.0,4302174.0,State Bank of India,Home
ICICI Insta Home Loan,9.043670855490483,24,29649.0,149330.0,785.0,879.0,1178539.0,2524193.0,Bank of Baroda,Home
Kotak Delight Home Loans,7.126931778301724,28,79258.0,187087.0,849.0,884.0,1072242.0,2771382.0,HDFC Bank,Home
ICICI Insta Home Loan,7.780762986830952,17,61037.0,178919.0,714.0,870.0,1832731.0,2900635.0,Bank of Baroda,Home
